id,model_no,description
1065,HWCP ll-FS,"Model HWCP ll-FS is a 550W pump operating at 50Hz, 1-phase. It is categorized for BLDC applications. It has an outlet size of 32.0 mm (1-1/4""), and can handle solids up to nan mm. The maximum flow is 138 LPM and the maximum head is 11.0 meters (36 feet). The rated head is 6.0 meters at a rated flow of 108.0 LPM. More details: https://www.hungpump.com/data-234533"
1066,HWCP ll-FT,"Model HWCP ll-FT is a 550W pump operating at 50Hz, 1-phase. It is categorized for BLDC applications. It has an outlet size of 32.0 mm (1-1/4""), and can handle solids up to nan mm. The maximum flow is 138 LPM and the maximum head is 11.0 meters (36 feet). The rated head is 6.0 meters at a rated flow of 108.0 LPM. More details: https://www.hungpump.com/data-234533"
1067,HWCP lll-FS,"Model HWCP lll-FS is a 550W pump operating at 50Hz, 1-phase. It is categorized for BLDC applications. It has an outlet size of 32.0 mm (1-1/4""), and can handle solids up to nan mm. The maximum flow is 138 LPM and the maximum head is 11.0 meters (36 feet). The rated head is 6.0 meters at a rated flow of 108.0 LPM. More details: https://www.hungpump.com/data-234533"
1068,HWCP lll-FT,"Model HWCP lll-FT is a 550W pump operating at 50Hz, 1-phase. It is categorized for BLDC applications. It has an outlet size of 32.0 mm (1-1/4""), and can handle solids up to nan mm. The maximum flow is 138 LPM and the maximum head is 11.0 meters (36 feet). The rated head is 6.0 meters at a rated flow of 108.0 LPM. More details: https://www.hungpump.com/data-234533"
1069,HWCP lll-NS,"Model HWCP lll-NS is a 550W pump operating at 50Hz, 1-phase. It is categorized for BLDC applications. It has an outlet size of 32.0 mm (1-1/4""), and can handle solids up to nan mm. The maximum flow is 138 LPM and the maximum head is 11.0 meters (36 feet). The rated head is 6.0 meters at a rated flow of 108.0 LPM. More details: https://www.hungpump.com/data-234533"
1070,HWCP lll-ST,"Model HWCP lll-ST is a 550W pump operating at 50Hz, 1-phase. It is categorized for BLDC applications. It has an outlet size of 32.0 mm (1-1/4""), and can handle solids up to nan mm. The maximum flow is 138 LPM and the maximum head is 11.0 meters (36 feet). The rated head is 6.0 meters at a rated flow of 108.0 LPM. More details: https://www.hungpump.com/data-234533"
1071,HWCP ll-NS,"Model HWCP ll-NS is a 550W pump operating at 50Hz, 1-phase. It is categorized for BLDC applications. It has an outlet size of 32.0 mm (1-1/4""), and can handle solids up to nan mm. The maximum flow is 138 LPM and the maximum head is 11.0 meters (36 feet). The rated head is 6.0 meters at a rated flow of 108.0 LPM. More details: https://www.hungpump.com/data-234533"
1072,HWCP ll-ST,"Model HWCP ll-ST is a 550W pump operating at 50Hz, 1-phase. It is categorized for BLDC applications. It has an outlet size of 32.0 mm (1-1/4""), and can handle solids up to nan mm. The maximum flow is 138 LPM and the maximum head is 11.0 meters (36 feet). The rated head is 6.0 meters at a rated flow of 108.0 LPM. More details: https://www.hungpump.com/data-234533"
1073,HWCPⅡ,"Model HWCPⅡ is a 550W pump operating at 50Hz, 1-phase. It is categorized for BLDC applications. It has an outlet size of 32.0 mm (1-1/4""), and can handle solids up to nan mm. The maximum flow is 138 LPM and the maximum head is 11.0 meters (36 feet). The rated head is 6.0 meters at a rated flow of 108.0 LPM. More details: https://www.hungpump.com/data-234533"
1074,JA-80,"Model JA-80 is a 80W pump operating at 50Hz, 1-phase. It is categorized for Booster applications. It has an outlet size of 20.0 mm (3/4""), and can handle solids up to 1.0 mm. The maximum flow is 23 LPM and the maximum head is 8.5 meters (28 feet). The rated head is 6.0 meters at a rated flow of 11.0 LPM. More details: https://www.hungpump.com/ja"
1075,JA-80S,"Model JA-80S is a 80W pump operating at 50Hz, 1-phase. It is categorized for Booster applications. It has an outlet size of 20.0 mm (3/4""), and can handle solids up to 1.0 mm. The maximum flow is 23 LPM and the maximum head is 8.5 meters (28 feet). The rated head is 6.0 meters at a rated flow of 11.0 LPM. More details: https://www.hungpump.com/ja"
1076,LSJ-05,"Model LSJ-05 is a 400W pump operating at 50Hz, 1-phase. It is categorized for Booster applications. It has an outlet size of 25.0 mm (1""), and can handle solids up to nan mm. The maximum flow is 60 LPM and the maximum head is 36.0 meters (118 feet). The rated head is 20.0 meters at a rated flow of 27.0 LPM. More details: https://www.hungpump.com/lsj"
1077,LSJ-05,"Model LSJ-05 is a 400W pump operating at 50Hz, 3-phase. It is categorized for Booster applications. It has an outlet size of 25.0 mm (1""), and can handle solids up to nan mm. The maximum flow is 60 LPM and the maximum head is 36.0 meters (118 feet). The rated head is 20.0 meters at a rated flow of 27.0 LPM. More details: https://www.hungpump.com/lsj"
1078,LSJ-05,"Model LSJ-05 is a 400W pump operating at 50Hz, 1-phase. It is categorized for Booster applications. It has an outlet size of 25.0 mm (1""), and can handle solids up to 3.0 mm. The maximum flow is 60 LPM and the maximum head is 36.0 meters (118 feet). The rated head is 20.0 meters at a rated flow of 27.0 LPM. More details: https://www.hungpump.com/lsj"
1079,LSJ-05D,"Model LSJ-05D is a 400W pump operating at 50Hz, 1-phase. It is categorized for Booster applications. It has an outlet size of 25.0 mm (1""), and can handle solids up to nan mm. The maximum flow is 60 LPM and the maximum head is 36.0 meters (118 feet). The rated head is 20.0 meters at a rated flow of 27.0 LPM. More details: https://www.hungpump.com/lsj"
1080,LSJ-05D,"Model LSJ-05D is a 400W pump operating at 50Hz, 3-phase. It is categorized for Booster applications. It has an outlet size of 25.0 mm (1""), and can handle solids up to nan mm. The maximum flow is 60 LPM and the maximum head is 36.0 meters (118 feet). The rated head is 20.0 meters at a rated flow of 27.0 LPM. More details: https://www.hungpump.com/lsj"
1081,LSJ-05D,"Model LSJ-05D is a 400W pump operating at 50Hz, 1-phase. It is categorized for Booster applications. It has an outlet size of 25.0 mm (1""), and can handle solids up to 3.0 mm. The maximum flow is 60 LPM and the maximum head is 36.0 meters (118 feet). The rated head is 20.0 meters at a rated flow of 27.0 LPM. More details: https://www.hungpump.com/lsj"
1082,LSJ-05E,"Model LSJ-05E is a 400W pump operating at 50Hz, 1-phase. It is categorized for Booster applications. It has an outlet size of 25.0 mm (1""), and can handle solids up to nan mm. The maximum flow is 60 LPM and the maximum head is 36.0 meters (118 feet). The rated head is 20.0 meters at a rated flow of 27.0 LPM. More details: https://www.hungpump.com/lsj"
1083,LSJ-05E,"Model LSJ-05E is a 400W pump operating at 50Hz, 3-phase. It is categorized for Booster applications. It has an outlet size of 25.0 mm (1""), and can handle solids up to nan mm. The maximum flow is 60 LPM and the maximum head is 36.0 meters (118 feet). The rated head is 20.0 meters at a rated flow of 27.0 LPM. More details: https://www.hungpump.com/lsj"
1084,LSJ-10,"Model LSJ-10 is a 750W pump operating at 50Hz, 1-phase. It is categorized for Booster applications. It has an outlet size of 25.0 mm (1""), and can handle solids up to nan mm. The maximum flow is 75 LPM and the maximum head is 42.0 meters (138 feet). The rated head is 30.0 meters at a rated flow of 28.0 LPM. More details: https://www.hungpump.com/lsj"
1085,LSJ-10,"Model LSJ-10 is a 750W pump operating at 50Hz, 3-phase. It is categorized for Booster applications. It has an outlet size of 25.0 mm (1""), and can handle solids up to nan mm. The maximum flow is 75 LPM and the maximum head is 42.0 meters (138 feet). The rated head is 30.0 meters at a rated flow of 28.0 LPM. More details: https://www.hungpump.com/lsj"
1086,LSJ-10,"Model LSJ-10 is a 750W pump operating at 50Hz, 1-phase. It is categorized for Booster applications. It has an outlet size of 25.0 mm (1""), and can handle solids up to 3.0 mm. The maximum flow is 75 LPM and the maximum head is 42.0 meters (138 feet). The rated head is 30.0 meters at a rated flow of 28.0 LPM. More details: https://www.hungpump.com/lsj"
1087,LSJ-10E,"Model LSJ-10E is a 750W pump operating at 50Hz, 1-phase. It is categorized for Booster applications. It has an outlet size of 25.0 mm (1""), and can handle solids up to nan mm. The maximum flow is 75 LPM and the maximum head is 42.0 meters (138 feet). The rated head is 30.0 meters at a rated flow of 28.0 LPM. More details: https://www.hungpump.com/lsj"
1088,LSJ-10ET,"Model LSJ-10ET is a 750W pump operating at 50Hz, 3-phase. It is categorized for Booster applications. It has an outlet size of 25.0 mm (1""), and can handle solids up to nan mm. The maximum flow is 75 LPM and the maximum head is 42.0 meters (138 feet). The rated head is 30.0 meters at a rated flow of 28.0 LPM. More details: https://www.hungpump.com/lsj"
1089,MT-105,"Model MT-105 is a 2.2kW pump operating at 50Hz, 1-phase. It is categorized for Booster applications. It has an outlet size of 50.0 mm (2""), and can handle solids up to 2.0 mm. The maximum flow is 320 LPM and the maximum head is 50.0 meters (164 feet). The rated head is 30.0 meters at a rated flow of 240.0 LPM. More details: https://www.hungpump.com/mt"
1090,MT-105T,"Model MT-105T is a 2.2kW pump operating at 50Hz, 3-phase. It is categorized for Booster applications. It has an outlet size of 50.0 mm (2""), and can handle solids up to 2.0 mm. The maximum flow is 320 LPM and the maximum head is 50.0 meters (164 feet). The rated head is 30.0 meters at a rated flow of 240.0 LPM. More details: https://www.hungpump.com/mt"
1091,MT-43,"Model MT-43 is a 750W pump operating at 50Hz, 1-phase. It is categorized for Booster applications. It has an outlet size of 25.0 mm (1""), and can handle solids up to 2.0 mm. The maximum flow is 130 LPM and the maximum head is 37.0 meters (121 feet). The rated head is 20.0 meters at a rated flow of 68.0 LPM. More details: https://www.hungpump.com/mt"
1092,MT-43T,"Model MT-43T is a 750W pump operating at 50Hz, 3-phase. It is categorized for Booster applications. It has an outlet size of 25.0 mm (1""), and can handle solids up to 2.0 mm. The maximum flow is 130 LPM and the maximum head is 37.0 meters (121 feet). The rated head is 20.0 meters at a rated flow of 68.0 LPM. More details: https://www.hungpump.com/mt"
1093,MT-44,"Model MT-44 is a 1.1kW pump operating at 50Hz, 1-phase. It is categorized for Booster applications. It has an outlet size of 25.0 mm (1""), and can handle solids up to 2.0 mm. The maximum flow is 130 LPM and the maximum head is 50.0 meters (164 feet). The rated head is 30.0 meters at a rated flow of 65.0 LPM. More details: https://www.hungpump.com/mt"
1094,MT-44T,"Model MT-44T is a 1.1kW pump operating at 50Hz, 3-phase. It is categorized for Booster applications. It has an outlet size of 25.0 mm (1""), and can handle solids up to 2.0 mm. The maximum flow is 130 LPM and the maximum head is 50.0 meters (164 feet). The rated head is 30.0 meters at a rated flow of 65.0 LPM. More details: https://www.hungpump.com/mt"
1095,MT-45,"Model MT-45 is a 1.5kW pump operating at 50Hz, 1-phase. It is categorized for Booster applications. It has an outlet size of 25.0 mm (1""), and can handle solids up to 2.0 mm. The maximum flow is 130 LPM and the maximum head is 60.0 meters (197 feet). The rated head is 40.0 meters at a rated flow of 68.0 LPM. More details: https://www.hungpump.com/mt"
1096,MT-45T,"Model MT-45T is a 1.5kW pump operating at 50Hz, 3-phase. It is categorized for Booster applications. It has an outlet size of 25.0 mm (1""), and can handle solids up to 2.0 mm. The maximum flow is 130 LPM and the maximum head is 60.0 meters (197 feet). The rated head is 40.0 meters at a rated flow of 68.0 LPM. More details: https://www.hungpump.com/mt"
1097,MT-46,"Model MT-46 is a 1.5kW pump operating at 50Hz, 1-phase. It is categorized for Booster applications. It has an outlet size of 25.0 mm (1""), and can handle solids up to 2.0 mm. The maximum flow is 130 LPM and the maximum head is 75.0 meters (246 feet). The rated head is 50.0 meters at a rated flow of 65.0 LPM. More details: https://www.hungpump.com/mt"
1098,MT-46T,"Model MT-46T is a 1.5kW pump operating at 50Hz, 3-phase. It is categorized for Booster applications. It has an outlet size of 25.0 mm (1""), and can handle solids up to 2.0 mm. The maximum flow is 130 LPM and the maximum head is 75.0 meters (246 feet). The rated head is 50.0 meters at a rated flow of 65.0 LPM. More details: https://www.hungpump.com/mt"
1099,MT-46T,"Model MT-46T is a 1.5kW pump operating at 50Hz, 3-phase. It is categorized for Booster applications. It has an outlet size of 25.0 mm (1""), and can handle solids up to 2.0 mm. The maximum flow is 130 LPM and the maximum head is 75.0 meters (246 feet). The rated head is 50.0 meters at a rated flow of 87.0 LPM. More details: https://www.hungpump.com/mt"
1100,MT-83,"Model MT-83 is a 1.1kW pump operating at 50Hz, 1-phase. It is categorized for Booster applications. It has an outlet size of 32.0 mm (1-1/4""), and can handle solids up to 2.0 mm. The maximum flow is 320 LPM and the maximum head is 31.0 meters (102 feet). The rated head is 20.0 meters at a rated flow of 180.0 LPM. More details: https://www.hungpump.com/mt"
1101,MT-83T,"Model MT-83T is a 1.1kW pump operating at 50Hz, 3-phase. It is categorized for Booster applications. It has an outlet size of 32.0 mm (1-1/4""), and can handle solids up to 2.0 mm. The maximum flow is 320 LPM and the maximum head is 31.0 meters (102 feet). The rated head is 20.0 meters at a rated flow of 180.0 LPM. More details: https://www.hungpump.com/mt"
1102,MT-84,"Model MT-84 is a 1.5kW pump operating at 50Hz, 1-phase. It is categorized for Booster applications. It has an outlet size of 32.0 mm (1-1/4""), and can handle solids up to 2.0 mm. The maximum flow is 320 LPM and the maximum head is 40.0 meters (131 feet). The rated head is 30.0 meters at a rated flow of 130.0 LPM. More details: https://www.hungpump.com/mt"
1103,MT-84T,"Model MT-84T is a 1.5kW pump operating at 50Hz, 3-phase. It is categorized for Booster applications. It has an outlet size of 32.0 mm (1-1/4""), and can handle solids up to 2.0 mm. The maximum flow is 320 LPM and the maximum head is 40.0 meters (131 feet). The rated head is 30.0 meters at a rated flow of 130.0 LPM. More details: https://www.hungpump.com/mt"
1104,MT-84T,"Model MT-84T is a 1.5kW pump operating at 50Hz, 3-phase. It is categorized for Booster applications. It has an outlet size of 32.0 mm (1-1/4""), and can handle solids up to 2.0 mm. The maximum flow is 320 LPM and the maximum head is 40.0 meters (131 feet). The rated head is 20.0 meters at a rated flow of 225.0 LPM. More details: https://www.hungpump.com/mt"
1105,MT-85,"Model MT-85 is a 2.2kW pump operating at 50Hz, 1-phase. It is categorized for Booster applications. It has an outlet size of 32.0 mm (1-1/4""), and can handle solids up to 2.0 mm. The maximum flow is 320 LPM and the maximum head is 47.0 meters (154 feet). The rated head is 30.0 meters at a rated flow of 180.0 LPM. More details: https://www.hungpump.com/mt"
1106,MT-85T,"Model MT-85T is a 2.2kW pump operating at 50Hz, 3-phase. It is categorized for Booster applications. It has an outlet size of 32.0 mm (1-1/4""), and can handle solids up to 2.0 mm. The maximum flow is 320 LPM and the maximum head is 47.0 meters (154 feet). The rated head is 30.0 meters at a rated flow of 180.0 LPM. More details: https://www.hungpump.com/mt"
1107,MT-85T,"Model MT-85T is a 2.2kW pump operating at 50Hz, 3-phase. It is categorized for Booster applications. It has an outlet size of 32.0 mm (1-1/4""), and can handle solids up to 3.0 mm. The maximum flow is 320 LPM and the maximum head is 47.0 meters (154 feet). The rated head is 30.0 meters at a rated flow of 180.0 LPM. More details: https://www.hungpump.com/mt"
1108,MTS-162,"Model MTS-162 is a 1.5kW pump operating at 50Hz, 1-phase. It is categorized for nan applications. It has an outlet size of 50.0 mm (2""), and can handle solids up to nan mm. The maximum flow is 540 LPM and the maximum head is 28.0 meters (92 feet). The rated head is 10.0 meters at a rated flow of 480.0 LPM. More details: https://www.hungpump.com/mts"
1109,MTS-162T,"Model MTS-162T is a 1.5kW pump operating at 50Hz, 3-phase. It is categorized for nan applications. It has an outlet size of 50.0 mm (2""), and can handle solids up to nan mm. The maximum flow is 540 LPM and the maximum head is 28.0 meters (92 feet). The rated head is 10.0 meters at a rated flow of 480.0 LPM. More details: https://www.hungpump.com/mts"
1110,MTS-163T,"Model MTS-163T is a 2.2kW pump operating at 50Hz, 3-phase. It is categorized for nan applications. It has an outlet size of 50.0 mm (2""), and can handle solids up to nan mm. The maximum flow is 540 LPM and the maximum head is 40.0 meters (131 feet). The rated head is 20.0 meters at a rated flow of 460.0 LPM. More details: https://www.hungpump.com/mts"
1111,MTS-163T,"Model MTS-163T is a 2.2kW pump operating at 50Hz, 3-phase. It is categorized for nan applications. It has an outlet size of 50.0 mm (2""), and can handle solids up to 3.0 mm. The maximum flow is 540 LPM and the maximum head is 40.0 meters (131 feet). The rated head is 30.0 meters at a rated flow of 330.0 LPM. More details: https://www.hungpump.com/mts"
1112,MTS-163T,"Model MTS-163T is a 2.2kW pump operating at 50Hz, 3-phase. It is categorized for nan applications. It has an outlet size of 50.0 mm (2""), and can handle solids up to 3.0 mm. The maximum flow is 540 LPM and the maximum head is 40.0 meters (131 feet). The rated head is 30.0 meters at a rated flow of 330.0 LPM. More details: https://www.hungpump.com/mts"
1113,MTS-163,"Model MTS-163 is a 2.2kW pump operating at 50Hz, 1-phase. It is categorized for nan applications. It has an outlet size of 50.0 mm (2""), and can handle solids up to nan mm. The maximum flow is 540 LPM and the maximum head is 40.0 meters (131 feet). The rated head is 30.0 meters at a rated flow of 330.0 LPM. More details: https://www.hungpump.com/mts"
1114,MTS-164T,"Model MTS-164T is a 3.7kW pump operating at 50Hz, 3-phase. It is categorized for nan applications. It has an outlet size of 50.0 mm (2""), and can handle solids up to nan mm. The maximum flow is 540 LPM and the maximum head is 55.0 meters (180 feet). The rated head is 30.0 meters at a rated flow of 455.0 LPM. More details: https://www.hungpump.com/mts"
1115,MTS-164T,"Model MTS-164T is a 3.7kW pump operating at 50Hz, 3-phase. It is categorized for nan applications. It has an outlet size of 50.0 mm (2""), and can handle solids up to 3.0 mm. The maximum flow is 540 LPM and the maximum head is 55.0 meters (180 feet). The rated head is 30.0 meters at a rated flow of 455.0 LPM. More details: https://www.hungpump.com/mts"
1116,MTS-164T,"Model MTS-164T is a 3.7kW pump operating at 50Hz, 3-phase. It is categorized for nan applications. It has an outlet size of 50.0 mm (2""), and can handle solids up to 3.0 mm. The maximum flow is 540 LPM and the maximum head is 55.0 meters (180 feet). The rated head is 30.0 meters at a rated flow of 455.0 LPM. More details: https://www.hungpump.com/mts"
1117,MTS-32,"Model MTS-32 is a 250W pump operating at 50Hz, 1-phase. It is categorized for nan applications. It has an outlet size of 25.0 mm (1""), and can handle solids up to nan mm. The maximum flow is 85 LPM and the maximum head is 20.0 meters (66 feet). The rated head is 10.0 meters at a rated flow of 70.0 LPM. More details: https://www.hungpump.com/mts"
1118,MTS-32T,"Model MTS-32T is a 250W pump operating at 50Hz, 3-phase. It is categorized for nan applications. It has an outlet size of 25.0 mm (1""), and can handle solids up to nan mm. The maximum flow is 85 LPM and the maximum head is 20.0 meters (66 feet). The rated head is 10.0 meters at a rated flow of 70.0 LPM. More details: https://www.hungpump.com/mts"
1119,MTS-33,"Model MTS-33 is a 400W pump operating at 50Hz, 1-phase. It is categorized for nan applications. It has an outlet size of 25.0 mm (1""), and can handle solids up to nan mm. The maximum flow is 85 LPM and the maximum head is 27.0 meters (89 feet). The rated head is 15.0 meters at a rated flow of 65.0 LPM. More details: https://www.hungpump.com/mts"
1120,MTS-33T,"Model MTS-33T is a 400W pump operating at 50Hz, 3-phase. It is categorized for nan applications. It has an outlet size of 25.0 mm (1""), and can handle solids up to nan mm. The maximum flow is 85 LPM and the maximum head is 27.0 meters (89 feet). The rated head is 15.0 meters at a rated flow of 65.0 LPM. More details: https://www.hungpump.com/mts"
1121,MTS-34,"Model MTS-34 is a 550W pump operating at 50Hz, 1-phase. It is categorized for nan applications. It has an outlet size of 25.0 mm (1""), and can handle solids up to nan mm. The maximum flow is 85 LPM and the maximum head is 36.0 meters (118 feet). The rated head is 20.0 meters at a rated flow of 65.0 LPM. More details: https://www.hungpump.com/mts"
1122,MTS-34T,"Model MTS-34T is a 550W pump operating at 50Hz, 3-phase. It is categorized for nan applications. It has an outlet size of 25.0 mm (1""), and can handle solids up to nan mm. The maximum flow is 85 LPM and the maximum head is 36.0 meters (118 feet). The rated head is 20.0 meters at a rated flow of 65.0 LPM. More details: https://www.hungpump.com/mts"
1123,MTS-35,"Model MTS-35 is a 750W pump operating at 50Hz, 1-phase. It is categorized for nan applications. It has an outlet size of 25.0 mm (1""), and can handle solids up to nan mm. The maximum flow is 85 LPM and the maximum head is 44.0 meters (144 feet). The rated head is 30.0 meters at a rated flow of 55.0 LPM. More details: https://www.hungpump.com/mts"
1124,MTS-35T,"Model MTS-35T is a 750W pump operating at 50Hz, 3-phase. It is categorized for nan applications. It has an outlet size of 25.0 mm (1""), and can handle solids up to nan mm. The maximum flow is 85 LPM and the maximum head is 44.0 meters (144 feet). The rated head is 30.0 meters at a rated flow of 55.0 LPM. More details: https://www.hungpump.com/mts"
1125,MTS-36,"Model MTS-36 is a 1.1kW pump operating at 50Hz, 1-phase. It is categorized for nan applications. It has an outlet size of 25.0 mm (1""), and can handle solids up to nan mm. The maximum flow is 85 LPM and the maximum head is 53.0 meters (174 feet). The rated head is 30.0 meters at a rated flow of 65.0 LPM. More details: https://www.hungpump.com/mts"
1126,MTS-36T,"Model MTS-36T is a 1.1kW pump operating at 50Hz, 3-phase. It is categorized for nan applications. It has an outlet size of 25.0 mm (1""), and can handle solids up to nan mm. The maximum flow is 85 LPM and the maximum head is 53.0 meters (174 feet). The rated head is 30.0 meters at a rated flow of 65.0 LPM. More details: https://www.hungpump.com/mts"
1127,MTS-52,"Model MTS-52 is a 400W pump operating at 50Hz, 1-phase. It is categorized for nan applications. It has an outlet size of 25.0 mm (1""), and can handle solids up to nan mm. The maximum flow is 140 LPM and the maximum head is 19.0 meters (62 feet). The rated head is 10.0 meters at a rated flow of 100.0 LPM. More details: https://www.hungpump.com/mts"
1128,MTS-52T,"Model MTS-52T is a 400W pump operating at 50Hz, 3-phase. It is categorized for nan applications. It has an outlet size of 25.0 mm (1""), and can handle solids up to nan mm. The maximum flow is 140 LPM and the maximum head is 19.0 meters (62 feet). The rated head is 10.0 meters at a rated flow of 100.0 LPM. More details: https://www.hungpump.com/mts"
1129,MTS-53,"Model MTS-53 is a 550W pump operating at 50Hz, 1-phase. It is categorized for nan applications. It has an outlet size of 25.0 mm (1""), and can handle solids up to nan mm. The maximum flow is 140 LPM and the maximum head is 29.0 meters (95 feet). The rated head is 15.0 meters at a rated flow of 100.0 LPM. More details: https://www.hungpump.com/mts"
1130,MTS-53T,"Model MTS-53T is a 550W pump operating at 50Hz, 3-phase. It is categorized for nan applications. It has an outlet size of 25.0 mm (1""), and can handle solids up to nan mm. The maximum flow is 140 LPM and the maximum head is 29.0 meters (95 feet). The rated head is 15.0 meters at a rated flow of 100.0 LPM. More details: https://www.hungpump.com/mts"
1131,MTS-54,"Model MTS-54 is a 750W pump operating at 50Hz, 1-phase. It is categorized for nan applications. It has an outlet size of 25.0 mm (1""), and can handle solids up to nan mm. The maximum flow is 140 LPM and the maximum head is 38.0 meters (125 feet). The rated head is 20.0 meters at a rated flow of 105.0 LPM. More details: https://www.hungpump.com/mts"
1132,MTS-54,"Model MTS-54 is a 750W pump operating at 50Hz, 3-phase. It is categorized for nan applications. It has an outlet size of 25.0 mm (1""), and can handle solids up to nan mm. The maximum flow is 140 LPM and the maximum head is 38.0 meters (125 feet). The rated head is 20.0 meters at a rated flow of 105.0 LPM. More details: https://www.hungpump.com/mts"
1133,MTS-54T,"Model MTS-54T is a 750W pump operating at 50Hz, 3-phase. It is categorized for nan applications. It has an outlet size of 25.0 mm (1""), and can handle solids up to nan mm. The maximum flow is 140 LPM and the maximum head is 38.0 meters (125 feet). The rated head is 20.0 meters at a rated flow of 105.0 LPM. More details: https://www.hungpump.com/mts"
1134,MTS-55,"Model MTS-55 is a 1.1kW pump operating at 50Hz, 1-phase. It is categorized for nan applications. It has an outlet size of 25.0 mm (1""), and can handle solids up to nan mm. The maximum flow is 140 LPM and the maximum head is 47.0 meters (154 feet). The rated head is 30.0 meters at a rated flow of 95.0 LPM. More details: https://www.hungpump.com/mts"
1135,MTS-55T,"Model MTS-55T is a 1.1kW pump operating at 50Hz, 3-phase. It is categorized for nan applications. It has an outlet size of 25.0 mm (1""), and can handle solids up to nan mm. The maximum flow is 140 LPM and the maximum head is 47.0 meters (154 feet). The rated head is 30.0 meters at a rated flow of 95.0 LPM. More details: https://www.hungpump.com/mts"
1136,MTS-56,"Model MTS-56 is a 1.5kW pump operating at 50Hz, 1-phase. It is categorized for nan applications. It has an outlet size of 25.0 mm (1""), and can handle solids up to nan mm. The maximum flow is 140 LPM and the maximum head is 56.0 meters (184 feet). The rated head is 40.0 meters at a rated flow of 92.0 LPM. More details: https://www.hungpump.com/mts"
1137,MTS-56T,"Model MTS-56T is a 1.5kW pump operating at 50Hz, 3-phase. It is categorized for nan applications. It has an outlet size of 25.0 mm (1""), and can handle solids up to nan mm. The maximum flow is 140 LPM and the maximum head is 56.0 meters (184 feet). The rated head is 40.0 meters at a rated flow of 92.0 LPM. More details: https://www.hungpump.com/mts"
1138,MTS-83,"Model MTS-83 is a 1.1kW pump operating at 50Hz, 1-phase. It is categorized for nan applications. It has an outlet size of 40.0 mm (1-1/2""), and can handle solids up to nan mm. The maximum flow is 310 LPM and the maximum head is 33.0 meters (108 feet). The rated head is 20.0 meters at a rated flow of 200.0 LPM. More details: https://www.hungpump.com/mts"
1139,MTS-83T,"Model MTS-83T is a 1.1kW pump operating at 50Hz, 3-phase. It is categorized for nan applications. It has an outlet size of 40.0 mm (1-1/2""), and can handle solids up to nan mm. The maximum flow is 310 LPM and the maximum head is 33.0 meters (108 feet). The rated head is 20.0 meters at a rated flow of 200.0 LPM. More details: https://www.hungpump.com/mts"
1140,MTS-84,"Model MTS-84 is a 1.5kW pump operating at 50Hz, 1-phase. It is categorized for nan applications. It has an outlet size of 40.0 mm (1-1/2""), and can handle solids up to nan mm. The maximum flow is 310 LPM and the maximum head is 44.0 meters (144 feet). The rated head is 30.0 meters at a rated flow of 185.0 LPM. More details: https://www.hungpump.com/mts"
1141,MTS-84T,"Model MTS-84T is a 1.5kW pump operating at 50Hz, 3-phase. It is categorized for nan applications. It has an outlet size of 40.0 mm (1-1/2""), and can handle solids up to nan mm. The maximum flow is 310 LPM and the maximum head is 44.0 meters (144 feet). The rated head is 30.0 meters at a rated flow of 185.0 LPM. More details: https://www.hungpump.com/mts"
1142,MTS-85,"Model MTS-85 is a 2.2kW pump operating at 50Hz, 1-phase. It is categorized for nan applications. It has an outlet size of 40.0 mm (1-1/2""), and can handle solids up to nan mm. The maximum flow is 310 LPM and the maximum head is 55.0 meters (180 feet). The rated head is 40.0 meters at a rated flow of 185.0 LPM. More details: https://www.hungpump.com/mts"
1143,MTS-85T,"Model MTS-85T is a 2.2kW pump operating at 50Hz, 3-phase. It is categorized for nan applications. It has an outlet size of 40.0 mm (1-1/2""), and can handle solids up to nan mm. The maximum flow is 310 LPM and the maximum head is 55.0 meters (180 feet). The rated head is 40.0 meters at a rated flow of 185.0 LPM. More details: https://www.hungpump.com/mts"
1144,MTS-86T,"Model MTS-86T is a 3.7kW pump operating at 50Hz, 3-phase. It is categorized for nan applications. It has an outlet size of 40.0 mm (1-1/2""), and can handle solids up to nan mm. The maximum flow is 310 LPM and the maximum head is 66.0 meters (216 feet). The rated head is 50.0 meters at a rated flow of 160.0 LPM. More details: https://www.hungpump.com/mts"
1145,MTV-127T,"Model MTV-127T is a 3.7kW pump operating at 50Hz, 3-phase. It is categorized for nan applications. It has an outlet size of 32.0 mm (1-1/4""), and can handle solids up to 3.0 mm. The maximum flow is 330 LPM and the maximum head is 95.0 meters (312 feet). The rated head is 60.0 meters at a rated flow of 200.0 LPM. More details: https://www.hungpump.com/mtv"
1146,MTV-48T,"Model MTV-48T is a 2.2kW pump operating at 50Hz, 3-phase. It is categorized for nan applications. It has an outlet size of 25.0 mm (1""), and can handle solids up to 3.0 mm. The maximum flow is 120 LPM and the maximum head is 105.0 meters (344 feet). The rated head is 72.0 meters at a rated flow of 67.0 LPM. More details: https://www.hungpump.com/mtv"
1147,MTVS-608T,"Model MTVS-608T is a 3kW pump operating at 50Hz, 3-phase. It is categorized for nan applications. It has an outlet size of 32.0 mm (1-1/4""), and can handle solids up to 3.0 mm. The maximum flow is 180 LPM and the maximum head is 118.0 meters (387 feet). The rated head is 80.0 meters at a rated flow of 95.0 LPM. More details: https://www.hungpump.com/mtvs"
